TransactionID,Items
728,"decalcifier, processed cheese, snack products, cream, syrup, finished products, brandy"
729,"decalcifier, hard cheese"
730,"abrasive cleaner, frozen fish"
731,"cream cheese, snack products, syrup"
732,"curd, abrasive cleaner, salt"
733,"snack products, butter milk, canned beer, misc. beverages"
734,"decalcifier, specialty cheese, bottled beer, curd"
735,"frozen potato products, canned beer, sparkling wine, cream cheese"
736,"salt, syrup, bottled beer"
737,"abrasive cleaner, frozen potato products"
738,"bags, rice, salt, butter milk, decalcifier, whipped/sour cream, finished products"
739,"abrasive cleaner, liver loaf, cream"
740,"decalcifier, organic products, cream cheese"
741,"organic products, canned beer, decalcifier"
742,"baby cosmetics, abrasive cleaner, syrup, whipped/sour cream"
743,"snack products, butter milk, frozen fish, whipped/sour cream"
744,"whipped/sour cream, canned beer, sparkling wine"
745,"cream cheese, semi-finished bread"
746,"syrup, semi-finished bread, baby cosmetics"
747,"frozen fish, rice, liver loaf"
748,"baby cosmetics, frozen fish, sparkling wine, hard cheese, abrasive cleaner, snack products"
749,"specialty cheese, tropical fruit, syrup"
750,"bags, snack products, curd, baby cosmetics, misc. beverages, specialty cheese, frozen fish"
751,"processed cheese, chicken"
752,"frozen potato products, syrup, bags, cream"
753,"liver loaf, cream, organic products, bottled beer"
754,"organic products, tropical fruit, whipped/sour cream, cream cheese, syrup, specialty cheese"
755,"prosecco, finished products"
756,"bags, snack products, misc. beverages, liver loaf, cream, whipped/sour cream, hard cheese"
757,"bottled beer, semi-finished bread, frozen fish, specialty cheese, sparkling wine, rice"
758,"curd, prosecco, canned beer"
759,"organic products, abrasive cleaner, chicken, misc. beverages, hard cheese, finished products"
760,"prosecco, bags, specialty cheese, syrup, baby cosmetics, sparkling wine"
761,"decalcifier, hard cheese, syrup, whipped/sour cream, cream cheese"
762,"tropical fruit, abrasive cleaner, hard cheese, cream cheese"
763,"processed cheese, tropical fruit, decalcifier, specialty cheese, prosecco"
764,"cream cheese, syrup"
765,"whipped/sour cream, bags, misc. beverages, cream, tropical fruit, organic products, frozen potato products"
766,"liver loaf, chicken, bags, brandy"
767,"abrasive cleaner, semi-finished bread, organic products"
768,"semi-finished bread, processed cheese, misc. beverages, bags, cream cheese"
769,"bottled beer, snack products, prosecco"
770,"specialty cheese, rice"
771,"misc. beverages, semi-finished bread, cream, hard cheese, bottled beer"
772,"butter milk, curd"
773,"specialty cheese, snack products, organic products, hard cheese, sparkling wine, bottled beer, rice"
774,"salt, bags"
775,"butter milk, frozen potato products, bags, prosecco, tropical fruit"
776,"rice, bottled beer, snack products, chicken, semi-finished bread, sparkling wine, processed cheese"
777,"rice, syrup, brandy, bottled beer, frozen potato products, decalcifier"
778,"liver loaf, cream cheese, organic products"
779,"organic products, hard cheese, bags, liver loaf, sparkling wine"
780,"salt, sparkling wine, cream"
781,"tropical fruit, cream, chicken, specialty cheese"
782,"snack products, syrup"
783,"curd, finished products, canned beer, cream cheese"
784,"specialty cheese, cream, finished products, liver loaf, canned beer"
785,"baby cosmetics, frozen fish"
786,"frozen potato products, canned beer, curd, rice, prosecco"
787,"abrasive cleaner, whipped/sour cream, syrup, tropical fruit, frozen potato products, baby cosmetics"
788,"butter milk, chicken, sparkling wine, frozen potato products, bottled beer, organic products, baby cosmetics"
789,"brandy, canned beer, sparkling wine, decalcifier, misc. beverages, cream cheese, chicken"
790,"salt, processed cheese, specialty cheese, abrasive cleaner, cream, curd, finished products"
791,"specialty cheese, bags"
792,"processed cheese, bottled beer, brandy, cream, cream cheese, whipped/sour cream, canned beer"
793,"syrup, prosecco, misc. beverages, processed cheese, organic products, finished products, tropical fruit"
794,"canned beer, hard cheese, bottled beer, chicken"
795,"hard cheese, decalcifier, bags, brandy"
796,"processed cheese, curd, bags"
797,"prosecco, canned beer, brandy"
798,"specialty cheese, prosecco, misc. beverages"
799,"organic products, liver loaf, brandy, rice"
800,"bottled beer, bags, cream, decalcifier"
801,"bottled beer, semi-finished bread, canned beer, processed cheese, cream cheese"
802,"cream, tropical fruit, organic products, rice, frozen potato products, syrup"
803,"organic products, cream cheese, decalcifier, butter milk, tropical fruit"
804,"canned beer, semi-finished bread, salt, cream cheese, brandy, rice, decalcifier"
805,"tropical fruit, specialty cheese, frozen fish, baby cosmetics, whipped/sour cream, sparkling wine"
806,"butter milk, brandy, frozen fish, baby cosmetics, bottled beer"
807,"cream cheese, frozen potato products, salt, brandy, bags"
808,"bottled beer, tropical fruit, processed cheese"
809,"cream, frozen potato products"
810,"frozen potato products, sparkling wine, chicken, curd, abrasive cleaner"
811,"frozen potato products, whipped/sour cream, snack products, cream, baby cosmetics"
812,"salt, prosecco, semi-finished bread, whipped/sour cream"
813,"decalcifier, canned beer, baby cosmetics, finished products, abrasive cleaner, brandy"
814,"decalcifier, sparkling wine, semi-finished bread, brandy, bottled beer, tropical fruit"
815,"chicken, syrup, canned beer, misc. beverages"
816,"frozen fish, cream cheese, specialty cheese"
817,"misc. beverages, semi-finished bread"
818,"hard cheese, prosecco, brandy"
819,"sparkling wine, frozen potato products"
820,"specialty cheese, bottled beer"
821,"prosecco, liver loaf"
822,"decalcifier, baby cosmetics, whipped/sour cream, bottled beer, rice"
823,"canned beer, syrup"
824,"salt, misc. beverages, snack products"
825,"bottled beer, tropical fruit, frozen potato products, sparkling wine, prosecco, organic products, specialty cheese"
826,"curd, butter milk, decalcifier, misc. beverages, cream, baby cosmetics"
827,"tropical fruit, baby cosmetics, organic products, rice"
828,"syrup, semi-finished bread, curd, processed cheese, specialty cheese"
829,"misc. beverages, whipped/sour cream, bags, organic products, specialty cheese, brandy, chicken"
830,"frozen potato products, decalcifier, tropical fruit"
831,"whipped/sour cream, baby cosmetics, cream cheese, abrasive cleaner, hard cheese"
832,"whipped/sour cream, hard cheese, syrup, tropical fruit, cream cheese, frozen potato products"
833,"processed cheese, sparkling wine, syrup, snack products, canned beer, prosecco, tropical fruit"
834,"tropical fruit, organic products, frozen fish"
835,"rice, butter milk, baby cosmetics, brandy, semi-finished bread"
836,"brandy, tropical fruit, butter milk"
837,"liver loaf, processed cheese, baby cosmetics, organic products"
838,"syrup, hard cheese"
839,"frozen fish, tropical fruit, semi-finished bread"
840,"tropical fruit, organic products, decalcifier, bags, semi-finished bread"
841,"hard cheese, processed cheese, misc. beverages, butter milk, snack products, finished products"
842,"cream, butter milk, brandy, frozen potato products, semi-finished bread, organic products"
843,"brandy, butter milk, abrasive cleaner, cream cheese, organic products"
844,"chicken, curd, canned beer"
845,"salt, semi-finished bread, frozen potato products, snack products, cream, rice"
846,"salt, whipped/sour cream, frozen potato products, brandy, bags, liver loaf"
847,"finished products, syrup"
848,"tropical fruit, chicken, hard cheese, syrup"
849,"canned beer, cream cheese, sparkling wine, baby cosmetics"
850,"cream cheese, decalcifier, frozen fish, hard cheese, syrup"
851,"snack products, processed cheese, brandy, decalcifier"
852,"organic products, snack products, rice, semi-finished bread, decalcifier"
853,"organic products, frozen potato products, sparkling wine, rice, baby cosmetics, brandy, frozen fish"
854,"baby cosmetics, organic products"
855,"chicken, prosecco, hard cheese, frozen potato products"
856,"finished products, abrasive cleaner, butter milk, frozen potato products, cream, snack products"
857,"baby cosmetics, frozen fish, decalcifier, tropical fruit"
858,"organic products, decalcifier, tropical fruit, hard cheese, baby cosmetics, rice, processed cheese"
859,"prosecco, liver loaf"
860,"syrup, frozen potato products, decalcifier, bottled beer, snack products"
861,"syrup, decalcifier, processed cheese, hard cheese"
862,"misc. beverages, salt, bottled beer"
863,"curd, syrup, processed cheese, semi-finished bread"
864,"decalcifier, prosecco, syrup, finished products, cream, brandy, liver loaf"
865,"prosecco, curd, rice"
866,"bottled beer, tropical fruit"
867,"finished products, hard cheese, bags, rice"
868,"syrup, curd, liver loaf, bags, whipped/sour cream, butter milk"
869,"rice, baby cosmetics, misc. beverages, liver loaf, syrup, organic products"
870,"hard cheese, misc. beverages, cream, semi-finished bread"
871,"frozen fish, hard cheese, baby cosmetics, curd, bags"
872,"whipped/sour cream, salt, frozen fish, tropical fruit, specialty cheese, organic products, misc. beverages"
873,"finished products, rice, liver loaf, hard cheese, whipped/sour cream, organic products, decalcifier"
874,"chicken, salt"
875,"processed cheese, butter milk, frozen potato products, rice, decalcifier, hard cheese, whipped/sour cream"
876,"brandy, curd"
877,"curd, canned beer"
878,"curd, specialty cheese, abrasive cleaner, rice, liver loaf"
879,"cream, curd"
880,"canned beer, syrup, whipped/sour cream"
881,"cream, misc. beverages, specialty cheese"
882,"semi-finished bread, curd, processed cheese"
883,"canned beer, decalcifier"
884,"prosecco, canned beer, whipped/sour cream, specialty cheese, syrup, snack products"
885,"baby cosmetics, cream cheese, whipped/sour cream, rice"
886,"salt, frozen potato products, abrasive cleaner, rice"
887,"organic products, butter milk, liver loaf, bags, salt, whipped/sour cream, cream cheese"
888,"canned beer, frozen potato products, sparkling wine, salt, rice"
889,"cream, whipped/sour cream, brandy, prosecco, salt, butter milk, baby cosmetics"
890,"syrup, semi-finished bread, frozen fish"
891,"decalcifier, syrup, curd, liver loaf, frozen potato products, cream cheese"
892,"butter milk, syrup"
893,"abrasive cleaner, bottled beer, frozen potato products, processed cheese, syrup, hard cheese"
894,"misc. beverages, cream, tropical fruit, cream cheese, organic products"
895,"liver loaf, semi-finished bread, butter milk"
896,"cream cheese, snack products, bags, tropical fruit"
897,"misc. beverages, rice, snack products"
898,"bags, decalcifier, butter milk, tropical fruit"
899,"bags, brandy"
900,"syrup, decalcifier"
901,"canned beer, decalcifier, curd, rice"
902,"cream, semi-finished bread"
903,"butter milk, curd, cream, prosecco, tropical fruit, processed cheese, brandy"
904,"rice, whipped/sour cream, specialty cheese, prosecco, syrup, decalcifier"
905,"frozen fish, chicken"
906,"sparkling wine, snack products"
907,"salt, butter milk, canned beer"
908,"whipped/sour cream, chicken"
909,"frozen potato products, semi-finished bread, tropical fruit"
910,"curd, syrup, processed cheese"
911,"cream, bags, whipped/sour cream, frozen fish, sparkling wine, syrup"
912,"rice, snack products"
913,"prosecco, bottled beer, whipped/sour cream, brandy, misc. beverages, tropical fruit, snack products"
914,"syrup, specialty cheese"
915,"semi-finished bread, brandy, snack products, liver loaf, butter milk"
916,"tropical fruit, salt, bags, frozen potato products, chicken"
917,"finished products, organic products, baby cosmetics"
918,"specialty cheese, curd, cream cheese, finished products, tropical fruit, frozen potato products, whipped/sour cream"
919,"butter milk, rice, finished products, processed cheese, misc. beverages, canned beer, whipped/sour cream"
920,"cream, cream cheese, prosecco"
921,"cream cheese, organic products, cream, bags, canned beer"
922,"bottled beer, brandy, curd, organic products, tropical fruit, syrup, abrasive cleaner"
923,"tropical fruit, finished products, misc. beverages, prosecco"
924,"rice, organic products, frozen potato products, salt"
925,"organic products, finished products"
926,"brandy, liver loaf, finished products, whipped/sour cream, sparkling wine, processed cheese, frozen potato products"
927,"frozen potato products, cream cheese, bags"
928,"frozen potato products, processed cheese, canned beer, curd, semi-finished bread, liver loaf"
929,"bags, prosecco, chicken, cream, curd, semi-finished bread"
930,"bags, abrasive cleaner, finished products, frozen potato products"
931,"chicken, tropical fruit, sparkling wine, syrup, semi-finished bread, processed cheese"
932,"cream, frozen fish, salt, frozen potato products, butter milk"
933,"prosecco, salt, curd, misc. beverages"
934,"frozen potato products, processed cheese, snack products"
935,"processed cheese, tropical fruit"
936,"cream cheese, sparkling wine, abrasive cleaner, bottled beer, snack products, rice, bags"
937,"whipped/sour cream, organic products, sparkling wine"
938,"processed cheese, frozen fish"
939,"whipped/sour cream, cream cheese, baby cosmetics, semi-finished bread"
940,"organic products, butter milk, chicken"
941,"bottled beer, liver loaf, frozen potato products, prosecco"
942,"sparkling wine, abrasive cleaner"
943,"liver loaf, salt, abrasive cleaner, specialty cheese, prosecco"
944,"prosecco, frozen potato products, tropical fruit, butter milk, organic products"
945,"bottled beer, syrup, processed cheese"
946,"liver loaf, rice"
947,"whipped/sour cream, cream, bottled beer, rice, brandy"
948,"whipped/sour cream, bottled beer, bags"
949,"semi-finished bread, sparkling wine, bottled beer, brandy"
950,"chicken, frozen fish, rice, processed cheese, snack products, butter milk"
951,"bags, abrasive cleaner, sparkling wine, baby cosmetics, finished products, tropical fruit, brandy"
952,"chicken, butter milk, frozen potato products, snack products"
953,"prosecco, finished products, frozen fish"
954,"cream, frozen fish, curd, brandy, decalcifier"
955,"syrup, curd, butter milk"
956,"canned beer, butter milk, rice, sparkling wine, hard cheese, curd"
957,"liver loaf, sparkling wine, bottled beer"
958,"prosecco, syrup"
959,"cream cheese, bottled beer, organic products, decalcifier, syrup, hard cheese"
960,"bags, bottled beer"
961,"frozen fish, snack products, decalcifier, salt, finished products, canned beer, specialty cheese"
962,"finished products, baby cosmetics, sparkling wine, chicken, semi-finished bread"
963,"finished products, tropical fruit, rice"
964,"processed cheese, prosecco, sparkling wine, abrasive cleaner, tropical fruit, baby cosmetics"
965,"brandy, specialty cheese, chicken, syrup, sparkling wine, prosecco"
966,"cream, decalcifier, specialty cheese, abrasive cleaner, finished products, frozen potato products"
967,"frozen potato products, cream cheese, bags, canned beer"
968,"semi-finished bread, cream cheese, prosecco, liver loaf, curd, tropical fruit"
969,"bags, frozen potato products, chicken, abrasive cleaner"
970,"semi-finished bread, hard cheese, chicken, liver loaf, specialty cheese, whipped/sour cream, butter milk"
971,"snack products, organic products"
972,"rice, syrup, organic products, decalcifier"
973,"semi-finished bread, chicken, finished products, canned beer, salt"
974,"butter milk, abrasive cleaner, chicken, canned beer, decalcifier, frozen fish, whipped/sour cream"
975,"curd, syrup"
976,"chicken, curd, whipped/sour cream, cream cheese, snack products, specialty cheese"
977,"processed cheese, frozen potato products, whipped/sour cream"
978,"misc. beverages, bottled beer, curd, semi-finished bread"
979,"tropical fruit, syrup, chicken, canned beer, prosecco, rice, finished products"
980,"salt, canned beer"
981,"butter milk, bags, frozen potato products, syrup"
982,"sparkling wine, baby cosmetics, bottled beer"
983,"specialty cheese, curd, liver loaf, sparkling wine"
984,"syrup, chicken, butter milk, cream, canned beer, frozen potato products, specialty cheese"
985,"baby cosmetics, abrasive cleaner, liver loaf, syrup, canned beer"
986,"misc. beverages, baby cosmetics"
987,"organic products, bottled beer, abrasive cleaner, salt"
988,"curd, butter milk, liver loaf, cream, snack products, whipped/sour cream, bottled beer"
989,"tropical fruit, organic products"
990,"decalcifier, processed cheese, curd, finished products"
991,"baby cosmetics, brandy, decalcifier, syrup, tropical fruit, specialty cheese, frozen fish"
992,"finished products, processed cheese"
993,"baby cosmetics, specialty cheese, frozen fish, curd, bottled beer, brandy, salt"
994,"prosecco, sparkling wine"
995,"hard cheese, liver loaf, decalcifier, brandy"
996,"chicken, misc. beverages, finished products, tropical fruit, cream, frozen potato products, syrup"
997,"misc. beverages, hard cheese, finished products"
998,"rice, decalcifier, brandy"
999,"tropical fruit, liver loaf, bags, misc. beverages, salt, snack products"
1000,"misc. beverages, frozen potato products"
1001,"abrasive cleaner, sparkling wine, syrup, liver loaf, canned beer"
1002,"processed cheese, liver loaf, whipped/sour cream, rice"
1003,"decalcifier, semi-finished bread, hard cheese"
1004,"prosecco, processed cheese, chicken"
1005,"processed cheese, curd, frozen potato products, whipped/sour cream, abrasive cleaner, baby cosmetics"
1006,"liver loaf, snack products, organic products, bottled beer, bags, salt"
1007,"liver loaf, hard cheese"
1008,"whipped/sour cream, prosecco, brandy, specialty cheese, frozen fish, rice, cream cheese"
1009,"salt, liver loaf, canned beer"
1010,"snack products, organic products, specialty cheese, butter milk, liver loaf"
1011,"bottled beer, frozen fish, sparkling wine, misc. beverages, snack products"
1012,"rice, decalcifier, syrup, liver loaf, tropical fruit, cream"
1013,"decalcifier, rice, specialty cheese, syrup, semi-finished bread, butter milk"
1014,"salt, tropical fruit, whipped/sour cream"
1015,"baby cosmetics, bags, decalcifier, curd, semi-finished bread"
1016,"brandy, salt, bags, tropical fruit, organic products"
1017,"whipped/sour cream, bags, specialty cheese, liver loaf, sparkling wine, butter milk, semi-finished bread"
1018,"baby cosmetics, sparkling wine, salt, chicken, frozen fish, specialty cheese"
1019,"hard cheese, cream, specialty cheese, bags"
1020,"cream, whipped/sour cream, hard cheese"
1021,"prosecco, tropical fruit, curd"
1022,"misc. beverages, decalcifier, syrup, snack products, tropical fruit, brandy"
1023,"semi-finished bread, misc. beverages, curd, sparkling wine, organic products"
1024,"brandy, bags, cream, organic products, bottled beer, syrup, processed cheese"
1025,"sparkling wine, frozen potato products, semi-finished bread"
1026,"liver loaf, whipped/sour cream"
1027,"tropical fruit, baby cosmetics, frozen potato products, misc. beverages, hard cheese, butter milk, finished products"
1028,"snack products, rice"
1029,"frozen fish, snack products, processed cheese, prosecco, misc. beverages"
1030,"chicken, prosecco, frozen fish, salt, frozen potato products, specialty cheese"
1031,"processed cheese, bags, rice, specialty cheese, hard cheese, snack products"
1032,"cream cheese, organic products, liver loaf, abrasive cleaner, snack products, canned beer"
1033,"hard cheese, baby cosmetics, whipped/sour cream, frozen fish, decalcifier, cream cheese"
1034,"misc. beverages, baby cosmetics"
1035,"frozen potato products, misc. beverages, salt, brandy, abrasive cleaner, chicken, whipped/sour cream"
1036,"processed cheese, bottled beer, prosecco, misc. beverages, specialty cheese, canned beer, frozen potato products"
1037,"rice, finished products, bottled beer, frozen fish"
1038,"whipped/sour cream, rice, snack products, processed cheese, finished products, cream"
1039,"baby cosmetics, bottled beer, rice, salt, whipped/sour cream, cream cheese, cream"
1040,"tropical fruit, cream cheese, abrasive cleaner, processed cheese"
1041,"decalcifier, abrasive cleaner, tropical fruit, liver loaf"
1042,"semi-finished bread, cream, liver loaf, prosecco, bags"
1043,"syrup, abrasive cleaner, bags, cream"
1044,"frozen fish, decalcifier, semi-finished bread, cream, tropical fruit"
1045,"finished products, bags, salt, tropical fruit"
1046,"processed cheese, liver loaf, tropical fruit, abrasive cleaner"
1047,"misc. beverages, canned beer, bags, butter milk, abrasive cleaner, chicken, baby cosmetics"
1048,"abrasive cleaner, misc. beverages, whipped/sour cream, sparkling wine, syrup, snack products, tropical fruit"
1049,"whipped/sour cream, tropical fruit, salt, brandy, snack products"
1050,"abrasive cleaner, sparkling wine, hard cheese"
1051,"bags, frozen fish, organic products, sparkling wine, snack products, misc. beverages, specialty cheese"
1052,"whipped/sour cream, cream cheese, brandy, frozen fish, tropical fruit, canned beer, rice"
1053,"tropical fruit, decalcifier, baby cosmetics, bags, syrup, brandy, cream"
1054,"tropical fruit, finished products, snack products, cream cheese"
1055,"brandy, chicken, syrup, frozen fish, frozen potato products"
1056,"snack products, abrasive cleaner, canned beer"
1057,"canned beer, cream cheese, specialty cheese, butter milk, sparkling wine"
1058,"frozen fish, liver loaf, decalcifier, abrasive cleaner"
1059,"canned beer, processed cheese, tropical fruit"
1060,"misc. beverages, abrasive cleaner, canned beer, curd, bottled beer"
1061,"whipped/sour cream, decalcifier"
1062,"chicken, abrasive cleaner, organic products, rice, decalcifier"
1063,"hard cheese, salt"
1064,"bottled beer, rice, canned beer, semi-finished bread, baby cosmetics, prosecco"
1065,"specialty cheese, decalcifier, hard cheese, misc. beverages"
1066,"semi-finished bread, finished products, organic products, rice"
1067,"frozen fish, rice, baby cosmetics, canned beer"
1068,"snack products, organic products, specialty cheese, tropical fruit, liver loaf, frozen potato products, whipped/sour cream"
1069,"rice, abrasive cleaner, curd, sparkling wine, butter milk, processed cheese, organic products"
1070,"brandy, snack products, liver loaf, chicken, frozen fish, organic products, processed cheese"
1071,"abrasive cleaner, salt"
1072,"syrup, abrasive cleaner, rice, hard cheese, prosecco, finished products, brandy"
1073,"sparkling wine, processed cheese, chicken, hard cheese, canned beer"
1074,"misc. beverages, butter milk, abrasive cleaner, decalcifier, hard cheese, finished products, cream cheese"
1075,"tropical fruit, rice, frozen fish, liver loaf, decalcifier, bags"
1076,"frozen fish, canned beer"
1077,"whipped/sour cream, brandy, butter milk, bags"
1078,"misc. beverages, finished products, specialty cheese, canned beer"
1079,"chicken, tropical fruit, organic products, snack products, abrasive cleaner"
1080,"cream cheese, specialty cheese"
1081,"syrup, bags, misc. beverages, processed cheese"
1082,"prosecco, semi-finished bread, organic products, snack products, abrasive cleaner, butter milk, frozen potato products"
1083,"curd, butter milk"
1084,"bags, finished products, organic products, frozen fish, canned beer, hard cheese, misc. beverages"
1085,"organic products, liver loaf"
1086,"bags, semi-finished bread, butter milk"
1087,"chicken, butter milk, specialty cheese, tropical fruit, salt, cream cheese"
1088,"butter milk, misc. beverages, baby cosmetics"
1089,"curd, chicken, semi-finished bread, bags, snack products"
1090,"whipped/sour cream, baby cosmetics, butter milk, curd, canned beer"
1091,"whipped/sour cream, liver loaf, sparkling wine, organic products, finished products, decalcifier, frozen fish"
1092,"rice, salt"
1093,"cream cheese, rice, brandy, chicken"
1094,"chicken, abrasive cleaner, specialty cheese, prosecco"
1095,"frozen fish, organic products, abrasive cleaner"
1096,"finished products, cream"
1097,"syrup, sparkling wine"
1098,"hard cheese, bags, abrasive cleaner, frozen fish, whipped/sour cream, cream"
1099,"butter milk, frozen fish, syrup, decalcifier, misc. beverages, tropical fruit"
1100,"butter milk, tropical fruit"
1101,"baby cosmetics, prosecco, organic products, specialty cheese, sparkling wine, bags, tropical fruit"
1102,"frozen fish, chicken, curd, salt"
1103,"cream cheese, organic products, decalcifier, liver loaf, tropical fruit"
1104,"chicken, brandy, processed cheese, decalcifier"
1105,"bags, chicken, whipped/sour cream, misc. beverages, baby cosmetics, tropical fruit, canned beer"
1106,"prosecco, specialty cheese, frozen fish"
1107,"sparkling wine, snack products, butter milk, canned beer, decalcifier"
1108,"decalcifier, semi-finished bread, rice, frozen potato products, frozen fish"
1109,"bags, abrasive cleaner, curd, hard cheese, bottled beer"
1110,"hard cheese, specialty cheese, syrup, chicken, butter milk"
1111,"baby cosmetics, sparkling wine, canned beer, frozen potato products"
1112,"organic products, liver loaf, frozen potato products"
1113,"salt, organic products, brandy, cream, canned beer, syrup, abrasive cleaner"
1114,"prosecco, sparkling wine, frozen fish, specialty cheese, salt, misc. beverages, decalcifier"
1115,"cream, syrup, baby cosmetics, prosecco, frozen potato products, tropical fruit, abrasive cleaner"
1116,"tropical fruit, prosecco, organic products, misc. beverages, baby cosmetics, cream, abrasive cleaner"
1117,"liver loaf, baby cosmetics, salt, frozen fish, canned beer"
1118,"processed cheese, butter milk"
1119,"whipped/sour cream, frozen potato products, bags"
1120,"bags, curd, specialty cheese"
1121,"chicken, curd"
1122,"processed cheese, liver loaf, bottled beer, hard cheese"
1123,"curd, salt, specialty cheese, cream, prosecco"
1124,"syrup, finished products, bottled beer, misc. beverages"
1125,"frozen fish, prosecco, cream cheese, decalcifier"
1126,"frozen fish, rice, cream cheese, snack products, baby cosmetics, tropical fruit, whipped/sour cream"
1127,"semi-finished bread, decalcifier, chicken, salt, butter milk, bottled beer, baby cosmetics"
1128,"salt, curd, frozen fish, finished products, semi-finished bread"
1129,"curd, whipped/sour cream"
1130,"specialty cheese, semi-finished bread, canned beer, finished products, snack products, chicken"
1131,"sparkling wine, processed cheese, canned beer, decalcifier, rice, snack products"
1132,"frozen potato products, butter milk, frozen fish"
1133,"prosecco, sparkling wine, baby cosmetics, frozen potato products, tropical fruit, curd"
1134,"prosecco, finished products"
1135,"abrasive cleaner, brandy, semi-finished bread, bags"
1136,"specialty cheese, hard cheese, curd, butter milk, abrasive cleaner"
1137,"syrup, bags, abrasive cleaner, semi-finished bread, misc. beverages, salt, butter milk"
1138,"bottled beer, prosecco, abrasive cleaner, decalcifier, curd, sparkling wine"
1139,"frozen fish, salt, tropical fruit, misc. beverages"
1140,"baby cosmetics, chicken, hard cheese, butter milk"
1141,"brandy, sparkling wine, prosecco"
1142,"finished products, processed cheese, curd, prosecco, chicken, bags"
1143,"salt, snack products, baby cosmetics, liver loaf, frozen fish"
1144,"canned beer, baby cosmetics, organic products"
1145,"finished products, frozen potato products, bags"
1146,"bags, sparkling wine, specialty cheese, salt, rice, decalcifier, organic products"
1147,"specialty cheese, baby cosmetics"
1148,"syrup, frozen fish, rice, specialty cheese"
1149,"chicken, salt"
1150,"specialty cheese, syrup, processed cheese"
1151,"misc. beverages, bottled beer, bags, decalcifier, frozen potato products, cream, prosecco"
1152,"rice, snack products, frozen potato products, salt, curd"
1153,"prosecco, cream, sparkling wine"
1154,"brandy, hard cheese, prosecco, butter milk"
1155,"brandy, specialty cheese, syrup, decalcifier, organic products"
1156,"chicken, canned beer, snack products"
1157,"bags, cream, salt"
1158,"butter milk, prosecco"
1159,"canned beer, misc. beverages, brandy, chicken, cream cheese"
1160,"organic products, misc. beverages, processed cheese"
1161,"tropical fruit, baby cosmetics, sparkling wine, finished products, cream"
1162,"cream, decalcifier, butter milk, processed cheese, cream cheese, snack products, bottled beer"
1163,"hard cheese, cream, salt, bottled beer, syrup, cream cheese, brandy"
1164,"decalcifier, prosecco, bottled beer"
1165,"syrup, decalcifier, canned beer, abrasive cleaner, frozen potato products, finished products, baby cosmetics"
1166,"syrup, hard cheese, butter milk, semi-finished bread, organic products"
1167,"abrasive cleaner, finished products, liver loaf, whipped/sour cream, semi-finished bread"
1168,"salt, semi-finished bread, bottled beer, cream cheese, misc. beverages, canned beer"
1169,"tropical fruit, liver loaf"
1170,"liver loaf, whipped/sour cream, hard cheese"
1171,"finished products, processed cheese, specialty cheese, misc. beverages"
1172,"bottled beer, finished products, specialty cheese"
1173,"cream, cream cheese"
1174,"cream, misc. beverages, rice, frozen potato products, hard cheese, baby cosmetics"
1175,"abrasive cleaner, hard cheese, chicken, butter milk, brandy, misc. beverages"
1176,"processed cheese, prosecco, canned beer"
1177,"liver loaf, frozen potato products, salt, rice, brandy, syrup, bags"
1178,"chicken, frozen fish"
1179,"semi-finished bread, bags, organic products"
1180,"frozen fish, baby cosmetics, chicken"
1181,"brandy, cream, abrasive cleaner, hard cheese, specialty cheese, decalcifier, semi-finished bread"
1182,"butter milk, salt, semi-finished bread"
1183,"prosecco, sparkling wine"
1184,"organic products, misc. beverages, sparkling wine, canned beer, whipped/sour cream"
1185,"sparkling wine, frozen potato products, butter milk, misc. beverages"
1186,"abrasive cleaner, tropical fruit"
1187,"chicken, misc. beverages, baby cosmetics, whipped/sour cream, rice, abrasive cleaner"
1188,"sparkling wine, syrup, misc. beverages, brandy, specialty cheese, prosecco, chicken"
1189,"cream, butter milk, decalcifier, brandy, bottled beer"
1190,"hard cheese, specialty cheese, snack products, baby cosmetics, frozen fish, processed cheese, canned beer"
1191,"snack products, hard cheese, tropical fruit, brandy"
1192,"snack products, semi-finished bread, decalcifier, bags, cream, processed cheese, canned beer"
1193,"liver loaf, curd, snack products, baby cosmetics, abrasive cleaner, rice, syrup"
1194,"processed cheese, bottled beer, syrup, sparkling wine, bags, organic products, abrasive cleaner"
1195,"abrasive cleaner, decalcifier, bags, semi-finished bread, processed cheese, chicken"
1196,"frozen fish, misc. beverages, bottled beer, cream, prosecco, butter milk"
1197,"cream, rice, snack products"
1198,"canned beer, hard cheese, salt, brandy, baby cosmetics"
1199,"syrup, processed cheese, canned beer, tropical fruit, brandy"
1200,"frozen fish, salt, liver loaf, canned beer, sparkling wine, frozen potato products, abrasive cleaner"
1201,"frozen fish, bottled beer"
1202,"baby cosmetics, finished products, sparkling wine"
1203,"syrup, processed cheese, decalcifier, snack products, curd, rice, cream"
1204,"bags, abrasive cleaner, baby cosmetics"
1205,"curd, snack products, frozen fish, processed cheese, decalcifier, hard cheese"
1206,"liver loaf, bottled beer, salt"
1207,"canned beer, chicken, baby cosmetics, semi-finished bread"
1208,"syrup, chicken"
1209,"organic products, canned beer, salt, cream, abrasive cleaner"
1210,"bottled beer, prosecco, brandy, chicken, finished products, frozen potato products, whipped/sour cream"
1211,"syrup, brandy, chicken, frozen fish, cream cheese, baby cosmetics"
